,network_region,code,fueltech,capacity_registered,status,data_first_seen,lat,lon,station_name,station_code
215,QLD1,DAYDSF1,solar_utility,79.0,operating,2018-09-01T00:25:00+10:00,-20.512804,147.691968,Daydream,DAYDSF
216,QLD1,DULAWF1,wind,180.0,operating,,-26.637485359480248,149.87018587777902,Dulacca,DULAWF
217,QLD1,EDENVSF1,solar_utility,180.0,operating,,-26.947486249430344,150.5784941355202,Edenvale,EDENVSF
218,QLD1,EMERASF1,solar_utility,88.0,operating,2018-09-01T00:25:00+10:00,-23.50879,148.128017,Emerald,EMERASF
219,QLD1,GANGARR1,solar_utility,119.28,operating,2021-04-01T00:25:00+10:00,-26.254812591286022,149.9867038361442,Gangarri,GANGARR
220,QLD1,GERMCRK,gas_wcmg,45.0,operating,2013-07-18T09:25:00+10:00,-22.928526,148.549097,German Creek,GERMCRK
221,QLD1,GSTONE1,coal_black,280.0,operating,1998-12-07T01:50:00+10:00,-23.8487410267305,151.22078674103702,Gladstone,G/STONE
222,QLD1,GSTONE4,coal_black,280.0,operating,1998-12-07T01:50:00+10:00,-23.8487410267305,151.22078674103702,Gladstone,G/STONE
223,QLD1,GSTONE6,coal_black,280.0,operating,1998-12-07T01:50:00+10:00,-23.8487410267305,151.22078674103702,Gladstone,G/STONE
224,QLD1,GSTONE2,coal_black,280.0,operating,1998-12-07T01:50:00+10:00,-23.8487410267305,151.22078674103702,Gladstone,G/STONE
225,QLD1,GSTONE3,coal_black,280.0,operating,1998-12-07T01:50:00+10:00,-23.8487410267305,151.22078674103702,Gladstone,G/STONE
226,QLD1,GSTONE5,coal_black,280.0,operating,1998-12-07T01:50:00+10:00,-23.8487410267305,151.22078674103702,Gladstone,G/STONE
227,QLD1,GROSV1,gas_wcmg,21.0,operating,,,,Grosvenor 1,GROSV1
228,QLD1,GROSV2,gas_wcmg,15.0,operating,,,,Grosvenor 1,GROSV2
229,QLD1,HAMISF1,solar_utility,57.0,operating,2018-05-01T00:25:00+10:00,-20.468593,147.799484,Hamilton,HAMISF
230,QLD1,HAUGHT11,solar_utility,132.0,operating,2019-05-01T00:25:00+10:00,-19.732167999999998,147.07613700000002,Haughton,HAUGHT1
231,QLD1,HAYMSF1,solar_utility,57.0,operating,2018-09-01T00:25:00+10:00,-20.536162,147.84606499999998,Hayman,HAYMSF
232,QLD1,HUGSF1,solar_utility,10.0,committed,2018-01-01T00:25:00+10:00,-20.854794000000002,144.186048,Hughenden,HUGSF
233,QLD1,INVICTA,bioenergy_biomass,50.0,operating,2010-10-31T23:25:00+10:00,-19.5157903138225,147.106530479438,Invicta Sugar Mill,INVICTA
234,QLD1,ICSM,bioenergy_biomass,25.0,operating,,-25.197619,152.206949,Isis Central Sugar Mill,ICSM
235,QLD1,KRCCOGEN,gas_ocgt,5.0,retired,,-27.573590000000003,151.926883,KRC Cogen,KRCCOGEN
236,QLD1,KABANWF1,wind,156.0,operating,,-17.56060647720051,145.41312495396448,Kaban,KABANWF
237,QLD1,KAREEYA3,hydro,21.0,operating,1998-12-07T01:50:00+10:00,-17.7664558224223,145.576884428941,Kareeya,KAREEYA
238,QLD1,KAREEYA2,hydro,21.0,operating,1998-12-07T04:05:00+10:00,-17.7664558224223,145.576884428941,Kareeya,KAREEYA
239,QLD1,KAREEYA1,hydro,21.0,operating,1998-12-07T01:50:00+10:00,-17.7664558224223,145.576884428941,Kareeya,KAREEYA
240,QLD1,KAREEYA4,hydro,21.0,operating,1998-12-07T01:50:00+10:00,-17.7664558224223,145.576884428941,Kareeya,KAREEYA
241,QLD1,KAREEYA5,hydro,7.0,operating,,-17.7664558224223,145.576884428941,Kareeya,KAREEYA
242,QLD1,KEPWF1,wind,43.2,operating,2021-07-06T13:20:00+10:00,-20.872792,144.413034,Kennedy Energy Park,KENNEDY
243,QLD1,KEPBG1,battery_discharging,2.0,operating,2021-07-09T17:10:00+10:00,-20.872792,144.413034,Kennedy Energy Park,KENNEDY
244,QLD1,KEPBL1,battery_charging,2.0,operating,,-20.872792,144.413034,Kennedy Energy Park,KENNEDY
245,QLD1,KEPSF1,solar_utility,15.0,operating,2021-07-06T10:05:00+10:00,-20.872792,144.413034,Kennedy Energy Park,KENNEDY
246,QLD1,KSP1,solar_utility,50.0,operating,2017-11-22T23:55:00+10:00,-18.88,144.151,Kidston,KSP1
247,QLD1,KPP_1,coal_black,744.0,operating,2007-04-03T20:25:00+10:00,-26.915284998618198,150.748947538925,Kogan Creek,KOGANCK
248,QLD1,LILYSF1,solar_utility,118.0,operating,2019-02-01T00:25:00+10:00,-23.070504,148.413865,Lilyvale,LILYVASF
249,QLD1,LRSF1,solar_utility,17.0,operating,2018-03-01T00:25:00+10:00,-23.455048,144.227917,Longreach,LRSF
250,QLD1,MACKAYGT,distillate,30.0,operating,1999-01-12T01:55:00+10:00,-21.1444407069939,149.159170667386,Mackay,MACKAY
251,QLD1,MARYRSF1,solar_utility,33.0,operating,2020-02-01T00:25:00+10:00,-27.7089727,151.5468693,Maryrorough,MARYRSF
252,QLD1,MIDDLSF1,solar_utility,30.0,operating,2020-12-01T00:25:00+10:00,-22.82223463474125,148.7201154902096,Middlemount,MIDDLSF1
253,QLD1,MPP_1,coal_black,426.0,operating,2001-05-15T18:25:00+10:00,-27.9616570077391,151.28090983869,Millmerran,MILLMERN
254,QLD1,MPP_2,coal_black,426.0,operating,2001-08-15T19:25:00+10:00,-27.9616570077391,151.28090983869,Millmerran,MILLMERN
255,QLD1,MORANBAH,gas_recip,13.0,operating,,-21.962469,148.006004,Moranbah,MORANBAH
256,QLD1,MBAHNTH,gas_wcmg,63.0,operating,2014-10-20T23:55:00+10:00,-21.978481,148.004809,Moranbah North,MBAHNTH
257,QLD1,MOUSF1,solar_utility,99.0,operating,,-24.509628260067526,150.07664771206112,Moura,MOUSF
258,QLD1,MEWF1,wind,180.0,operating,2018-08-13T23:25:00+10:00,-17.133248000000002,145.38003700000002,Mt Emerald,MEWF
259,QLD1,MSTUART3,distillate,131.0,operating,2009-10-15T09:55:00+10:00,-19.3371562032237,146.851238997871,Mt Stuart,MSTUART
260,QLD1,MSTUART1,distillate,144.0,operating,1998-12-14T11:50:00+10:00,-19.3371562032237,146.851238997871,Mt Stuart,MSTUART
261,QLD1,MSTUART2,distillate,144.0,operating,1998-12-20T03:55:00+10:00,-19.3371562032237,146.851238997871,Mt Stuart,MSTUART
262,QLD1,OAKEY1,gas_ocgt,141.0,operating,1999-09-22T20:55:00+10:00,-27.4182072591559,151.678887225743,Oakey,OAKEY
263,QLD1,OAKEY2,gas_ocgt,141.0,operating,1999-09-30T23:55:00+10:00,-27.4182072591559,151.678887225743,Oakey,OAKEY
264,QLD1,OAKEY1SF,solar_utility,30.0,operating,2019-03-01T00:25:00+10:00,-27.402454,151.6425757,Oakey,OAKEY1SF
265,QLD1,OAKEY2SF,solar_utility,65.0,operating,2019-09-01T00:25:00+10:00,-27.402454,151.6425757,Oakey 2,OAKEY2SF
266,QLD1,OAKYCREK,gas_recip,20.0,operating,,-23.048717,148.484462,Oaky Creek,OCPS
267,QLD1,OAKY2,gas_wcmg,15.0,operating,,-23.048717,148.484462,Oaky Creek 2,OAKY2
268,QLD1,PIONEER,bioenergy_biomass,68.0,operating,2010-10-31T23:25:00+10:00,-19.557546,147.330825,Pioneer Sugar Mill,PIONEER
269,QLD1,RACOMIL1,bioenergy_biomass,48.5,operating,,-21.163842000000002,149.13573799999998,Racecourse Mill,RACOMIL
270,QLD1,ROCHEDAL,bioenergy_biogas,4.0,retired,,-27.555798,153.123155,Rochedale,ROCHEDAL
271,QLD1,RPCG,bioenergy_biomass,30.0,operating,2011-01-28T11:55:00+10:00,-27.733564,153.326464,Rocky Point Cogen,RPCG
272,QLD1,EDLRGNRD,bioenergy_biogas,2.0,retired,,-27.342062,153.04949399999998,Roghan Road,EDLRGNRD
273,QLD1,ROMA_7,gas_ocgt,40.0,operating,1999-02-09T11:45:00+10:00,-26.576788038755602,148.839485013731,Roma,ROMA
274,QLD1,ROMA_8,gas_ocgt,40.0,operating,1999-02-05T13:20:00+10:00,-26.576788038755602,148.839485013731,Roma,ROMA
275,QLD1,RRSF1,solar_utility,128.0,operating,2018-06-01T00:25:00+10:00,-19.425304999999998,146.715686,Ross River,RRSF
276,QLD1,RUGBYR1,solar_utility,83.0,operating,2019-05-01T00:25:00+10:00,-21.940469,147.880877,Rugby Run,RUGBYR
277,QLD1,STHBKTEC,distillate,1.0,retired,,-27.480589000000002,153.020999,Southbank Institute Of Technology,STHBKTEC
278,QLD1,STAN-2,coal_black,365.0,operating,1998-12-07T01:50:00+10:00,-23.507501145433302,150.317883708605,Stanwell,STANWELL
279,QLD1,STAN-3,coal_black,365.0,operating,1998-12-07T01:50:00+10:00,-23.507501145433302,150.317883708605,Stanwell,STANWELL
280,QLD1,STAN-1,coal_black,365.0,operating,1998-12-07T01:50:00+10:00,-23.507501145433302,150.317883708605,Stanwell,STANWELL
281,QLD1,STAN-4,coal_black,365.0,operating,1998-12-07T01:50:00+10:00,-23.507501145433302,150.317883708605,Stanwell,STANWELL
282,QLD1,STAPYLTON1,bioenergy_biogas,3.0,operating,,,,Stapylton,STAPYLTON
283,QLD1,SMCSF1,solar_utility,117.0,operating,2018-05-01T00:25:00+10:00,-19.437317999999998,146.696015,Sun Metals,SMCSF
284,QLD1,SUNCOAST,bioenergy_biomass,1.0,retired,,,,Suncoast Gold Macadamias,SUNCOAST
285,QLD1,VALDORA1,solar_utility,15.0,operating,,-26.560799,153.025947,Sunshine Coast,VALDORA
286,QLD1,SRSF1,solar_utility,85.0,operating,2018-12-01T00:25:00+10:00,-25.420275,152.742028,Susan River,SRSF
287,QLD1,SWAN_A_2,gas_ocgt,,retired,1998-12-07T07:15:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
288,QLD1,SWAN_B_1,coal_black,125.0,retired,1998-12-07T01:50:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
289,QLD1,SWAN_B_3,coal_black,125.0,retired,1998-12-07T03:00:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
290,QLD1,SWAN_B_4,coal_black,125.0,retired,1998-12-07T04:05:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
291,QLD1,MRIDGE,gas_ocgt,,retired,1999-01-14T17:00:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
292,QLD1,SWAN_A_5,gas_ocgt,,retired,1998-12-21T12:35:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
293,QLD1,SWAN_A_6,gas_ocgt,,retired,1998-12-07T07:30:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
294,QLD1,SWAN_C,gas_ocgt,,retired,1999-05-10T09:00:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
295,QLD1,SWAN_A_4,gas_ocgt,,retired,1998-12-08T10:15:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
296,QLD1,SWAN_A_3,gas_ocgt,,retired,1999-01-04T13:50:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
297,QLD1,SWAN_B_2,coal_black,125.0,retired,1998-12-07T01:50:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
298,QLD1,SWAN_D,gas_ocgt,,retired,1999-02-02T13:20:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
299,QLD1,SWAN_A_1,gas_ocgt,,retired,1998-12-07T05:35:00+10:00,-27.6552859093397,152.818643586756,Swanbank B,SWAN_B
300,QLD1,SWAN_E,gas_ccgt,385.0,operating,2002-05-15T20:25:00+10:00,-27.6552859093397,152.818643586756,Swanbank E,SWAN_E
301,QLD1,TABMILL2,bioenergy_biomass,24.0,operating,,-17.119813,145.34513,Tableland Mill,TABMILL2
302,QLD1,TARONG#2,coal_black,350.0,operating,1998-12-07T01:50:00+10:00,-26.7743967256886,151.91783763481502,Tarong,TARONG
303,QLD1,TARONG#1,coal_black,350.0,operating,1998-12-07T01:50:00+10:00,-26.7743967256886,151.91783763481502,Tarong,TARONG
304,QLD1,TARONG#3,coal_black,350.0,operating,1998-12-07T01:50:00+10:00,-26.7743967256886,151.91783763481502,Tarong,TARONG
305,QLD1,TARONG#4,coal_black,350.0,operating,1998-12-07T01:50:00+10:00,-26.7743967256886,151.91783763481502,Tarong,TARONG
306,QLD1,TNPS1,coal_black,443.0,operating,2002-09-17T02:55:00+10:00,-26.7743967256886,151.91783763481502,Tarong North,TARONGN
307,QLD1,YABULU2,gas_ccgt,82.0,operating,2004-10-21T20:55:00+10:00,-19.2003738513919,146.61826474008998,Townsville,YABULU
308,QLD1,YABULU,gas_ccgt,160.0,operating,1998-12-16T18:35:00+10:00,-19.2003738513919,146.61826474008998,Townsville,YABULU
309,QLD1,TITREE,bioenergy_biogas,2.0,operating,,-27.695551000000002,152.65031299999998,Veolia Ti Tree,TITREE
310,QLD1,VICMILL1,bioenergy_biomass,24.0,operating,,-18.650208,146.200866,Victoria Mill,VICMILL
311,QLD1,WANDSF1,solar_utility,159.0,operating,,-26.263563967767258,149.7722434039925,Wandoan Solar Farm,WANDSF
312,QLD1,WANDBG1,battery_discharging,150.0,operating,2021-07-13T00:25:00+10:00,-26.263986201894923,149.7728711343933,Wandoan South,WANDBG
313,QLD1,WANDBL1,battery_charging,150.0,operating,2021-07-13T00:25:00+10:00,-26.263986201894923,149.7728711343933,Wandoan South,WANDBG
314,QLD1,WARWSF1,solar_utility,39.0,committed,2020-09-01T00:25:00+10:00,-28.18321,152.066792,Warwick,WARWSF1
315,QLD1,WARWSF2,solar_utility,39.0,committed,2020-09-01T00:25:00+10:00,-28.18321,152.066792,Warwick,WARWSF2
316,QLD1,WDGPH1,solar_utility,500.0,committed,,-26.927922233879436,150.60154238317526,Western Downs,WDGPH
317,QLD1,WHITSF1,solar_utility,57.0,operating,2018-05-01T00:25:00+10:00,-20.537259,147.80475,Whitsunday,WHITSF
318,QLD1,WHIT1,bioenergy_biogas,1.0,retired,,-27.620454,152.824409,Whitwood Road,WHIT1
319,QLD1,WHILL1,wind,12.0,operating,,-17.590398999999998,145.52968,Windy Hill,WINDHILL
320,QLD1,W/HOE#1,hydro,285.0,operating,1998-12-17T14:35:00+10:00,-27.3722237672267,152.63236172623698,Wivenhoe,WIVENHOE
321,QLD1,PUMP2,pumps,240.0,operating,1998-12-28T15:55:00+10:00,-27.3722237672267,152.63236172623698,Wivenhoe,WIVENHOE
322,QLD1,W/HOE#2,hydro,285.0,operating,1998-12-15T09:45:00+10:00,-27.3722237672267,152.63236172623698,Wivenhoe,WIVENHOE
323,QLD1,PUMP1,pumps,240.0,operating,1998-12-20T02:45:00+10:00,-27.3722237672267,152.63236172623698,Wivenhoe,WIVENHOE
324,QLD1,WIVENSH,hydro,5.0,operating,,-27.394592,152.609237,Wivenhoe,WIVENSH
325,QLD1,WOOLGSF1,solar_utility,222.5,operating,,-26.0845224,152.4412264,Woolooga,WOOLGSF
326,QLD1,YARANSF1,solar_utility,121.0,operating,2020-01-01T00:25:00+10:00,-27.7089394,151.5326965,Yarranlea,YARANSF
327,QLD1,YARWUN_1,gas_ccgt,154.0,operating,2010-06-30T09:55:00+10:00,-23.8302003068757,151.149691648905,Yarwun,YARWUN
328,SA1,ADPBA1L,battery_charging,6.27,operating,2021-04-01T00:25:00+10:00,-35.09694820846758,138.48406087198447,Adelaide Desalination,ADP
329,SA1,ADPBA1G,battery_discharging,6.27,operating,2021-04-01T00:25:00+10:00,-35.09694820846758,138.48406087198447,Adelaide Desalination,ADP
330,SA1,AMCORGR,distillate,4.0,retired,,-34.882663,138.577975,Amcor Glass,AMCORGR
331,SA1,ANGAST1,distillate,50.0,operating,2016-05-26T23:55:00+10:00,-34.5039482864289,139.024296339333,Angaston,ANGASTON
332,SA1,ANGAS1,distillate,30.0,operating,2004-12-30T22:25:00+10:00,-34.5039482864289,139.024296339333,Angaston,ANGASTON
333,SA1,ANGAS2,distillate,20.0,operating,2004-12-30T22:25:00+10:00,-34.5039482864289,139.024296339333,Angaston,ANGASTON
334,SA1,BARKIPS1,gas_recip,211.0,operating,2019-10-15T16:55:00+10:00,-34.804,138.524,Barker Inlet,BARKIPS
335,SA1,BLULAKE1,distillate,1.0,retired,,-36.316596999999994,140.75757099999998,Blue Lake Milling,BLULAKE
336,SA1,BOWWBA1G,battery_discharging,3.08,committed,,-34.495482,138.387641,Bolivar,BOLIVAR
337,SA1,BOWWBA1L,battery_charging,3.08,committed,,-34.495482,138.387641,Bolivar,BOLIVAR
338,SA1,BOWWPV1,solar_utility,8.25,committed,,-34.495482,138.387641,Bolivar,BOLIVAR
339,SA1,BOLIVAR1,bioenergy_biogas,10.0,committed,,-34.495482,138.387641,Bolivar,BOLIVAR
340,SA1,BOLIVPS1,gas_ccgt,128.0,operating,,,,Bolivar,BOLIVPS
341,SA1,BNGSF1,solar_utility,135.0,operating,2018-04-30T22:55:00+10:00,-32.423316,137.841798,Bungala One,BNGSF1
342,SA1,BNGSF2,solar_utility,135.0,operating,2018-07-01T00:25:00+10:00,-32.406993,137.840933,Bungala Two,BNGSF2
343,SA1,CNUNDAWF,wind,46.0,operating,2010-10-31T23:25:00+10:00,-37.6983027777778,140.383633333333,Canunda,CANUNDA1
344,SA1,CATHROCK,wind,66.0,operating,2010-10-31T23:25:00+10:00,-34.8487411412149,135.592648854827,Cathedral Rocks,CATHROCK
345,SA1,CBWWBA1G,battery_discharging,2.09,committed,,-35.12595812265642,138.4713503667427,Christies Beach,CBWWBA
346,SA1,CBWWBA1L,battery_charging,2.09,committed,,-35.12595812265642,138.4713503667427,Christies Beach,CBWWBA
347,SA1,CBWWPV1,solar_utility,2.1,committed,,-35.12595812265642,138.4713503667427,Christies Beach,CBWWBA
348,SA1,CLEMGPWF,wind,57.0,operating,2009-04-17T09:55:00+10:00,-33.4897731866514,138.11169493851003,Clements Gap,CLEMGPWF
349,SA1,DALNTH01,battery_discharging,30.0,operating,2018-06-04T23:25:00+10:00,-34.888446,137.75811399999998,Dalrymple North,DALNTH
350,SA1,DALNTHL1,battery_charging,30.0,operating,2018-06-04T23:25:00+10:00,-34.888446,137.75811399999998,Dalrymple North,DALNTH
351,SA1,DRYCGT2,gas_ocgt,52.0,operating,1998-12-09T12:55:00+10:00,-34.8472931778913,138.582297039723,Dry Creek,DRYCGT
352,SA1,DRYCGT1,gas_ocgt,52.0,operating,1998-12-07T12:25:00+10:00,-34.8472931778913,138.582297039723,Dry Creek,DRYCGT
353,SA1,DRYCGT3,gas_ocgt,52.0,operating,1998-12-09T15:55:00+10:00,-34.8472931778913,138.582297039723,Dry Creek,DRYCGT
354,SA1,GSWF1B,wind,203.5,operating,,-33.682196301707506,138.93624905375023,Goyder South,GSWF
355,SA1,GSWF1A,wind,209.0,operating,,-33.682196301707506,138.93624905375023,Goyder South,GSWF
356,SA1,AGLHAL,gas_ocgt,217.0,operating,2001-12-18T18:55:00+10:00,-33.3493102447996,138.752632826228,Hallett,AGLHAL
357,SA1,HALLWF1,wind,95.0,operating,2007-12-19T04:50:00+10:00,-33.3284341007768,138.704668661635,Hallett 1,HALLWF
358,SA1,HALLWF2,wind,71.0,operating,2009-05-11T09:55:00+10:00,-33.5382102938784,138.857214598585,Hallett 2,HALLWF2
359,SA1,HVWWBA1G,battery_discharging,5.52,committed,,-35.0631178114067,138.5647604311251,Happy Valley,HVWW
360,SA1,HVWWBA1L,battery_charging,5.52,committed,,-35.0631178114067,138.5647604311251,Happy Valley,HVWW
361,SA1,HVWWPV1,solar_utility,11.0,committed,,-35.0631178114067,138.5647604311251,Happy Valley,HVWW
362,SA1,HIGHBRY1,bioenergy_biogas,2.0,retired,,,,Highbury,HIGHBRY
363,SA1,HDWF1,wind,102.0,operating,2016-06-01T23:55:00+10:00,-33.05982,138.537673,Hornsdale,HORNSDAL
364,SA1,HDWF2,wind,102.0,operating,2017-02-01T00:25:00+10:00,-33.05982,138.537673,Hornsdale 2,HORNSDAL2
365,SA1,HDWF3,wind,112.0,operating,2017-08-14T14:55:00+10:00,-33.05982,138.537673,Hornsdale 3,HORNSDAL3
366,SA1,HPRG1,battery_discharging,150.0,operating,2017-11-13T23:55:00+10:00,-33.085519,138.52191399999998,Hornsdale Power Reserve,HORNSDPR
367,SA1,HPRL1,battery_charging,150.0,operating,2017-11-13T23:55:00+10:00,-33.085519,138.52191399999998,Hornsdale Power Reserve,HORNSDPR
368,SA1,LADBROK1,gas_ocgt,40.0,operating,2000-01-10T01:55:00+10:00,-37.456183170651,140.782699220365,Ladbroke Grove,LADBROKE
369,SA1,LADBROK2,gas_ocgt,40.0,operating,2000-05-04T13:50:00+10:00,-37.456183170651,140.782699220365,Ladbroke Grove,LADBROKE
370,SA1,LBBG1,battery_discharging,25.0,operating,2019-10-01T00:25:00+10:00,-37.7387871,140.3846721,Lake Bonney,LBBESS
371,SA1,LBBL1,battery_charging,25.0,operating,2019-10-01T00:25:00+10:00,-37.7387871,140.3846721,Lake Bonney,LBBESS
372,SA1,LKBONNY1,wind,81.0,operating,2010-10-31T23:25:00+10:00,-37.7605043836737,140.40554118305099,Lake Bonney,LKBONNY1
373,SA1,LKBONNY2,wind,159.0,operating,2007-05-31T17:00:00+10:00,-37.7605043836737,140.40554118305099,Lake Bonney 2,LKBONNY_2
374,SA1,LKBONNY3,wind,39.0,operating,2010-07-02T09:55:00+10:00,-37.7605043836737,140.40554118305099,Lake Bonney 3,LKBONNY3
375,SA1,LGAPWF1,wind,212.4,operating,2019-03-01T00:25:00+10:00,-32.5463326,137.5527629,Lincoln Gap,LGAPWF1
376,SA1,LGAPWF2,wind,86.0,operating,,-32.5463326,137.5527629,Lincoln Gap,LGAPWF1
377,SA1,LONSDALE,distillate,21.0,operating,2016-01-11T23:55:00+10:00,-35.109718,138.49096200000002,Lonsdale,LONSDALE
378,SA1,MANNSF2,solar_utility,29.99,operating,,-34.92021697813909,139.31443846248854,Mannum,MAPS2
379,SA1,MAPS2PV1,solar_utility,2.75,operating,,-34.92021697813909,139.31443846248854,Mannum,MAPS2
380,SA1,MAPS3PV1,solar_utility,2.75,operating,,-34.92021697813909,139.31443846248854,Mannum,MAPS2
381,SA1,MINTARO,gas_ocgt,90.0,operating,1998-12-07T12:25:00+10:00,-33.9031486136929,138.73879717507901,Mintaro,MINTARO
382,SA1,MINTNL1,gas_ocgt,25.0,operating,,-33.9031486136929,138.73879717507901,Mintaro,MINTARO
383,SA1,MTMILLAR,wind,70.0,operating,2010-10-31T23:25:00+10:00,-33.6193424956887,136.717568216817,Mt Millar,MTMILLAR
384,SA1,MBPS2PV1,solar_utility,2.1,operating,,-35.0940934825907,139.21151125343218,Murray Bridge-Onkaparinga,MBPS2
385,SA1,NBHWF1,wind,132.0,operating,2010-07-19T09:55:00+10:00,-33.2281156193048,138.71688837303898,North Brown Hill,NBHWF
386,SA1,NPS1,coal_brown,265.0,retired,1998-12-07T01:50:00+10:00,-32.5429,137.7874,Northern,NORTHP
387,SA1,NPS2,coal_brown,265.0,retired,1998-12-07T01:50:00+10:00,-32.5429,137.7874,Northern,NORTHP
388,SA1,NPSNL1,coal_brown,100.0,retired,,-32.5429,137.7874,Northern,NORTHP
389,SA1,NPSNL2,coal_brown,100.0,retired,,-32.5429,137.7874,Northern,NORTHP
390,SA1,OSB-AG,gas_ccgt,180.0,operating,2000-02-15T13:25:00+10:00,-34.797699815377,138.50809861051098,Osborne,OSBORNE
391,SA1,OSB01,gas_ccgt,,retired,1998-12-07T01:50:00+10:00,-34.797699815377,138.50809861051098,Osborne,OSBORNE
392,SA1,OSB02,gas_ccgt,,retired,1998-12-07T01:50:00+10:00,-34.797699815377,138.50809861051098,Osborne,OSBORNE
393,SA1,PEDLER1,bioenergy_biogas,3.0,retired,,-35.202388,138.50121399999998,Pedler Creek,PEDLER
394,SA1,PPCCGT,gas_ccgt,478.0,operating,2000-09-07T20:25:00+10:00,-34.764365355128604,138.5053993318,Pelican Point,NPPPPS
395,SA1,PLAYFB4,coal_brown,60.0,retired,1998-12-07T01:50:00+10:00,-32.538886,137.781822,Playford B,PLAYF
396,SA1,PLAYFB2,coal_brown,60.0,retired,1998-12-07T01:50:00+10:00,-32.538886,137.781822,Playford B,PLAYF
397,SA1,PLAYFB3,coal_brown,60.0,retired,1998-12-07T01:50:00+10:00,-32.538886,137.781822,Playford B,PLAYF
398,SA1,PLAYB-AG,coal_brown,240.0,retired,1999-05-26T10:30:00+10:00,-32.538886,137.781822,Playford B,PLAYF
399,SA1,PLAYFB1,coal_brown,60.0,retired,1998-12-07T01:50:00+10:00,-32.538886,137.781822,Playford B,PLAYF
400,SA1,PAREPW1,wind,210.0,operating,,-32.59560885770281,137.88562879204383,Port Augusta Energy Park,PAREPW
401,SA1,PAREPS1,solar_utility,99.0,operating,,-32.59560885770281,137.88562879204383,Port Augusta Energy Park,PAREPW
402,SA1,POR01,distillate,50.0,operating,2000-09-28T19:25:00+10:00,-34.700616012351496,135.804530499443,Port Lincoln,PORTLCN
403,SA1,POR03,distillate,23.0,operating,2010-08-20T09:55:00+10:00,-34.700616012351496,135.804530499443,Port Lincoln,PORTLCN
404,SA1,PTSTAN1,distillate,57.6,operating,2016-01-11T23:55:00+10:00,-35.110345,138.490872,Port Stanvac,STANVAC
405,SA1,STANV1,distillate,58.0,operating,,-35.110345,138.490872,Port Stanvac,STANVAC
406,SA1,STANV2,distillate,58.0,operating,,-35.110345,138.490872,Port Stanvac,STANVAC
407,SA1,QPS2,gas_ocgt,24.0,operating,2001-11-08T20:25:00+10:00,-34.7790736853879,138.522454543776,Quarantine,QUARANTN
408,SA1,QPS1,gas_ocgt,29.0,operating,2001-11-08T20:25:00+10:00,-34.7790736853879,138.522454543776,Quarantine,QUARANTN
409,SA1,QPS3,gas_ocgt,24.0,operating,2001-11-08T20:25:00+10:00,-34.7790736853879,138.522454543776,Quarantine,QUARANTN
410,SA1,QPS5,gas_ocgt,128.0,operating,2008-12-19T09:55:00+10:00,-34.7790736853879,138.522454543776,Quarantine,QUARANTN
411,SA1,QPS4,gas_ocgt,24.0,operating,2001-11-08T20:25:00+10:00,-34.7790736853879,138.522454543776,Quarantine,QUARANTN
412,SA1,SNAPPER1,gas_ocgt,154.0,operating,,-34.764519992803145,138.50819008412628,Snapper Point,SNAPPER
413,SA1,SNOWTWN1,wind,99.0,operating,2008-04-15T09:55:00+10:00,-33.6915984540895,138.16602222010098,Snowtown,SNOWTOWN
414,SA1,SNOWNTH1,wind,144.0,operating,2013-09-09T23:55:00+10:00,-33.756478648772394,138.143043187414,Snowtown North,SNOWNTH
415,SA1,SNOWSTH1,wind,126.0,operating,2013-09-09T23:55:00+10:00,-33.862624210288,138.13036653197202,Snowtown South,SNOWSTH
416,SA1,SNUG1,distillate,21.0,operating,1998-12-07T08:25:00+10:00,-37.664995624079204,140.41468562441003,Snuggery,SNUG
417,SA1,SNUG2,distillate,21.0,operating,,-37.664995624079204,140.41468562441003,Snuggery,SNUG
418,SA1,SNUG3,distillate,21.0,operating,,-37.664995624079204,140.41468562441003,Snuggery,SNUG
419,SA1,SNUGNL1,distillate,25.0,operating,,-37.664995624079204,140.41468562441003,Snuggery,SNUG
420,SA1,STARHLWF,wind,35.0,operating,2010-10-31T23:25:00+10:00,-35.5789829575224,138.13965306151698,Starfish Hill,STARFHILL
421,SA1,TBSF1,solar_utility,108.0,operating,2019-02-01T00:25:00+10:00,-35.28,139.49,Tailem Bend,TBSF
422,SA1,TB2SF1,solar_utility,105.0,operating,,-35.28,139.49,Tailem Bend 2,TB2SF
423,SA1,TB2BG1,battery_charging,50.0,operating,,-35.28,139.49,Tailem Bend 2,TB2SF
