INTERVAL_DATETIME,BIN_NAME,BIDVOLUME
2023-06-04 03:10:00,"[200, 300)",0.0
2023-06-04 03:10:00,"[500, 1000)",96.0
2023-06-04 03:10:00,"[1000, 5000)",105.0
2023-06-04 03:10:00,"[10000, 16500)",227.0
2023-06-04 03:15:00,"[0, 50)",25.0
2023-06-04 03:15:00,"[100, 200)",20.0
2023-06-04 03:15:00,"[200, 300)",0.0
2023-06-04 03:15:00,"[500, 1000)",96.0
2023-06-04 03:15:00,"[1000, 5000)",105.0
2023-06-04 03:15:00,"[10000, 16500)",232.0
2023-06-04 03:20:00,"[0, 50)",25.0
2023-06-04 03:20:00,"[100, 200)",28.0
2023-06-04 03:20:00,"[200, 300)",0.0
2023-06-04 03:20:00,"[500, 1000)",96.0
2023-06-04 03:20:00,"[1000, 5000)",105.0
2023-06-04 03:20:00,"[10000, 16500)",227.0
2023-06-04 03:25:00,"[0, 50)",55.0
2023-06-04 03:25:00,"[100, 200)",30.0
2023-06-04 03:25:00,"[200, 300)",0.0
2023-06-04 03:25:00,"[500, 1000)",96.0
2023-06-04 03:25:00,"[1000, 5000)",105.0
2023-06-04 03:25:00,"[10000, 16500)",197.0
2023-06-04 03:30:00,"[0, 50)",25.0
2023-06-04 03:30:00,"[100, 200)",30.0
2023-06-04 03:30:00,"[200, 300)",0.0
2023-06-04 03:30:00,"[500, 1000)",96.0
2023-06-04 03:30:00,"[1000, 5000)",105.0
2023-06-04 03:30:00,"[10000, 16500)",227.0
2023-06-04 03:35:00,"[50, 100)",30.0
2023-06-04 03:35:00,"[100, 200)",55.0
2023-06-04 03:35:00,"[200, 300)",0.0
2023-06-04 03:35:00,"[500, 1000)",96.0
2023-06-04 03:35:00,"[1000, 5000)",105.0
2023-06-04 03:35:00,"[10000, 16500)",197.0
2023-06-04 03:40:00,"[50, 100)",55.0
2023-06-04 03:40:00,"[100, 200)",30.0
2023-06-04 03:40:00,"[200, 300)",0.0
2023-06-04 03:40:00,"[500, 1000)",96.0
2023-06-04 03:40:00,"[1000, 5000)",105.0
2023-06-04 03:40:00,"[10000, 16500)",197.0
2023-06-04 03:45:00,"[0, 50)",25.0
2023-06-04 03:45:00,"[100, 200)",30.0
2023-06-04 03:45:00,"[200, 300)",0.0
2023-06-04 03:45:00,"[500, 1000)",96.0
2023-06-04 03:45:00,"[1000, 5000)",105.0
2023-06-04 03:45:00,"[10000, 16500)",227.0
2023-06-04 03:50:00,"[100, 200)",55.0
2023-06-04 03:50:00,"[200, 300)",0.0
2023-06-04 03:50:00,"[500, 1000)",96.0
2023-06-04 03:50:00,"[1000, 5000)",105.0
2023-06-04 03:50:00,"[10000, 16500)",227.0
2023-06-04 03:55:00,"[50, 100)",30.0
2023-06-04 03:55:00,"[100, 200)",55.0
2023-06-04 03:55:00,"[200, 300)",0.0
2023-06-04 03:55:00,"[500, 1000)",96.0
2023-06-04 03:55:00,"[1000, 5000)",105.0
2023-06-04 03:55:00,"[10000, 16500)",197.0
2023-06-04 04:00:00,"[50, 100)",25.0
2023-06-04 04:00:00,"[100, 200)",10.0
2023-06-04 04:00:00,"[200, 300)",20.0
2023-06-04 04:00:00,"[500, 1000)",96.0
2023-06-04 04:00:00,"[1000, 5000)",105.0
2023-06-04 04:00:00,"[10000, 16500)",227.0
2023-06-04 04:05:00,"[50, 100)",30.0
2023-06-04 04:05:00,"[100, 200)",55.0
2023-06-04 04:05:00,"[200, 300)",0.0
2023-06-04 04:05:00,"[500, 1000)",96.0
2023-06-04 04:05:00,"[1000, 5000)",105.0
2023-06-04 04:05:00,"[10000, 16500)",197.0
2023-06-04 04:10:00,"[0, 50)",25.0
2023-06-04 04:10:00,"[100, 200)",30.0
2023-06-04 04:10:00,"[200, 300)",0.0
2023-06-04 04:10:00,"[500, 1000)",96.0
2023-06-04 04:10:00,"[1000, 5000)",105.0
2023-06-04 04:10:00,"[10000, 16500)",227.0
2023-06-04 04:15:00,"[50, 100)",55.0
2023-06-04 04:15:00,"[100, 200)",30.0
2023-06-04 04:15:00,"[200, 300)",0.0
2023-06-04 04:15:00,"[500, 1000)",96.0
2023-06-04 04:15:00,"[1000, 5000)",105.0
2023-06-04 04:15:00,"[10000, 16500)",197.0
2023-06-04 04:20:00,"[100, 200)",30.0
2023-06-04 04:20:00,"[200, 300)",0.0
2023-06-04 04:20:00,"[500, 1000)",96.0
2023-06-04 04:20:00,"[1000, 5000)",105.0
2023-06-04 04:20:00,"[10000, 16500)",252.0
2023-06-04 04:25:00,"[50, 100)",25.0
2023-06-04 04:25:00,"[100, 200)",30.0
2023-06-04 04:25:00,"[200, 300)",0.0
2023-06-04 04:25:00,"[500, 1000)",96.0
2023-06-04 04:25:00,"[1000, 5000)",105.0
2023-06-04 04:25:00,"[10000, 16500)",227.0
2023-06-04 04:30:00,"[0, 50)",25.0
2023-06-04 04:30:00,"[50, 100)",30.0
2023-06-04 04:30:00,"[100, 200)",30.0
2023-06-04 04:30:00,"[200, 300)",0.0
2023-06-04 04:30:00,"[500, 1000)",96.0
2023-06-04 04:30:00,"[1000, 5000)",105.0
2023-06-04 04:30:00,"[10000, 16500)",197.0
2023-06-04 04:35:00,"[50, 100)",30.0
2023-06-04 04:35:00,"[100, 200)",55.0
2023-06-04 04:35:00,"[200, 300)",0.0
2023-06-04 04:35:00,"[500, 1000)",96.0
2023-06-04 04:35:00,"[1000, 5000)",105.0
2023-06-04 04:35:00,"[10000, 16500)",197.0
2023-06-04 04:40:00,"[100, 200)",55.0
2023-06-04 04:40:00,"[200, 300)",0.0
2023-06-04 04:40:00,"[500, 1000)",96.0
2023-06-04 04:40:00,"[1000, 5000)",105.0
2023-06-04 04:40:00,"[10000, 16500)",227.0
2023-06-04 04:45:00,"[50, 100)",30.0
2023-06-04 04:45:00,"[100, 200)",55.0
2023-06-04 04:45:00,"[200, 300)",0.0
2023-06-04 04:45:00,"[500, 1000)",96.0
2023-06-04 04:45:00,"[1000, 5000)",105.0
2023-06-04 04:45:00,"[10000, 16500)",197.0
2023-06-04 04:50:00,"[50, 100)",55.0
2023-06-04 04:50:00,"[100, 200)",30.0
2023-06-04 04:50:00,"[200, 300)",0.0
2023-06-04 04:50:00,"[500, 1000)",96.0
2023-06-04 04:50:00,"[1000, 5000)",105.0
2023-06-04 04:50:00,"[10000, 16500)",197.0
2023-06-04 04:55:00,"[50, 100)",25.0
2023-06-04 04:55:00,"[100, 200)",30.0
2023-06-04 04:55:00,"[200, 300)",0.0
2023-06-04 04:55:00,"[500, 1000)",96.0
2023-06-04 04:55:00,"[1000, 5000)",105.0
2023-06-04 04:55:00,"[10000, 16500)",227.0
2023-06-04 05:00:00,"[100, 200)",55.0
2023-06-04 05:00:00,"[200, 300)",0.0
2023-06-04 05:00:00,"[500, 1000)",96.0
2023-06-04 05:00:00,"[1000, 5000)",105.0
2023-06-04 05:00:00,"[10000, 16500)",227.0
2023-06-04 05:05:00,"[50, 100)",25.0
2023-06-04 05:05:00,"[100, 200)",36.0
2023-06-04 05:05:00,"[200, 300)",0.0
2023-06-04 05:05:00,"[500, 1000)",96.0
2023-06-04 05:05:00,"[1000, 5000)",105.0
2023-06-04 05:05:00,"[10000, 16500)",221.0
2023-06-04 05:10:00,"[100, 200)",36.0
2023-06-04 05:10:00,"[200, 300)",0.0
2023-06-04 05:10:00,"[500, 1000)",96.0
2023-06-04 05:10:00,"[1000, 5000)",105.0
2023-06-04 05:10:00,"[10000, 16500)",246.0
2023-06-04 05:15:00,"[0, 50)",25.0
2023-06-04 05:15:00,"[100, 200)",36.0
2023-06-04 05:15:00,"[200, 300)",0.0
2023-06-04 05:15:00,"[500, 1000)",96.0
2023-06-04 05:15:00,"[1000, 5000)",105.0
2023-06-04 05:15:00,"[10000, 16500)",219.0
2023-06-04 05:20:00,"[50, 100)",55.0
2023-06-04 05:20:00,"[100, 200)",36.0
2023-06-04 05:20:00,"[200, 300)",0.0
2023-06-04 05:20:00,"[500, 1000)",96.0
2023-06-04 05:20:00,"[1000, 5000)",105.0
2023-06-04 05:20:00,"[10000, 16500)",191.0
2023-06-04 05:25:00,"[50, 100)",30.0
2023-06-04 05:25:00,"[100, 200)",61.0
2023-06-04 05:25:00,"[200, 300)",0.0
2023-06-04 05:25:00,"[500, 1000)",96.0
2023-06-04 05:25:00,"[1000, 5000)",105.0
2023-06-04 05:25:00,"[10000, 16500)",191.0
2023-06-04 05:30:00,"[0, 50)",25.0
2023-06-04 05:30:00,"[100, 200)",36.0
2023-06-04 05:30:00,"[200, 300)",0.0
2023-06-04 05:30:00,"[500, 1000)",96.0
2023-06-04 05:30:00,"[1000, 5000)",105.0
2023-06-04 05:30:00,"[10000, 16500)",221.0
2023-06-04 05:35:00,"[0, 50)",25.0
2023-06-04 05:35:00,"[50, 100)",30.0
2023-06-04 05:35:00,"[100, 200)",36.0
2023-06-04 05:35:00,"[200, 300)",0.0
2023-06-04 05:35:00,"[500, 1000)",96.0
2023-06-04 05:35:00,"[1000, 5000)",105.0
2023-06-04 05:35:00,"[10000, 16500)",191.0
2023-06-04 05:40:00,"[50, 100)",55.0
2023-06-04 05:40:00,"[100, 200)",36.0
2023-06-04 05:40:00,"[200, 300)",0.0
2023-06-04 05:40:00,"[500, 1000)",96.0
2023-06-04 05:40:00,"[1000, 5000)",105.0
2023-06-04 05:40:00,"[10000, 16500)",191.0
2023-06-04 05:45:00,"[100, 200)",36.0
2023-06-04 05:45:00,"[200, 300)",0.0
2023-06-04 05:45:00,"[500, 1000)",96.0
2023-06-04 05:45:00,"[1000, 5000)",105.0
2023-06-04 05:45:00,"[10000, 16500)",246.0
2023-06-04 05:50:00,"[50, 100)",25.0
2023-06-04 05:50:00,"[100, 200)",36.0
2023-06-04 05:50:00,"[200, 300)",0.0
2023-06-04 05:50:00,"[500, 1000)",96.0
2023-06-04 05:50:00,"[1000, 5000)",105.0
2023-06-04 05:50:00,"[10000, 16500)",221.0
2023-06-04 05:55:00,"[100, 200)",36.0
2023-06-04 05:55:00,"[200, 300)",0.0
2023-06-04 05:55:00,"[500, 1000)",96.0
2023-06-04 05:55:00,"[1000, 5000)",105.0
2023-06-04 05:55:00,"[10000, 16500)",246.0
2023-06-04 06:00:00,"[50, 100)",1.0
2023-06-04 06:00:00,"[100, 200)",90.0
2023-06-04 06:00:00,"[200, 300)",0.0
2023-06-04 06:00:00,"[500, 1000)",96.0
2023-06-04 06:00:00,"[1000, 5000)",105.0
2023-06-04 06:00:00,"[10000, 16500)",191.0
2023-06-04 06:05:00,"[50, 100)",25.0
2023-06-04 06:05:00,"[100, 200)",36.0
2023-06-04 06:05:00,"[200, 300)",0.0
2023-06-04 06:05:00,"[500, 1000)",96.0
2023-06-04 06:05:00,"[1000, 5000)",105.0
2023-06-04 06:05:00,"[10000, 16500)",221.0
2023-06-04 06:10:00,"[50, 100)",25.0
2023-06-04 06:10:00,"[100, 200)",36.0
2023-06-04 06:10:00,"[200, 300)",0.0
2023-06-04 06:10:00,"[500, 1000)",96.0
2023-06-04 06:10:00,"[1000, 5000)",105.0
2023-06-04 06:10:00,"[10000, 16500)",221.0
2023-06-04 06:15:00,"[50, 100)",1.0
2023-06-04 06:15:00,"[100, 200)",90.0
2023-06-04 06:15:00,"[200, 300)",0.0
2023-06-04 06:15:00,"[500, 1000)",96.0
2023-06-04 06:15:00,"[1000, 5000)",105.0
2023-06-04 06:15:00,"[10000, 16500)",191.0
2023-06-04 06:20:00,"[50, 100)",56.0
2023-06-04 06:20:00,"[100, 200)",35.0
2023-06-04 06:20:00,"[200, 300)",0.0
2023-06-04 06:20:00,"[500, 1000)",96.0
2023-06-04 06:20:00,"[1000, 5000)",105.0
2023-06-04 06:20:00,"[10000, 16500)",191.0
2023-06-04 06:25:00,"[50, 100)",62.0
2023-06-04 06:25:00,"[100, 200)",29.0
2023-06-04 06:25:00,"[200, 300)",0.0
2023-06-04 06:25:00,"[500, 1000)",96.0
2023-06-04 06:25:00,"[1000, 5000)",105.0
2023-06-04 06:25:00,"[10000, 16500)",191.0
2023-06-04 06:30:00,"[-2000, -100)",10.0
2023-06-04 06:30:00,"[-100, 0)",1.0
2023-06-04 06:30:00,"[0, 50)",4.0
2023-06-04 06:30:00,"[50, 100)",30.0
2023-06-04 06:30:00,"[100, 200)",20.0
2023-06-04 06:30:00,"[200, 300)",30.0
2023-06-04 06:30:00,"[500, 1000)",96.0
2023-06-04 06:30:00,"[1000, 5000)",105.0
2023-06-04 06:30:00,"[10000, 16500)",187.0
2023-06-04 06:35:00,"[-2000, -100)",7.0
2023-06-04 06:35:00,"[-100, 0)",2.0
2023-06-04 06:35:00,"[0, 50)",65.0
2023-06-04 06:35:00,"[50, 100)",5.0
2023-06-04 06:35:00,"[100, 200)",22.0
2023-06-04 06:35:00,"[200, 300)",0.0
2023-06-04 06:35:00,"[500, 1000)",96.0
2023-06-04 06:35:00,"[1000, 5000)",105.0
2023-06-04 06:35:00,"[10000, 16500)",181.0
2023-06-04 06:40:00,"[-2000, -100)",13.0
2023-06-04 06:40:00,"[-100, 0)",1.0
2023-06-04 06:40:00,"[0, 50)",3.0
2023-06-04 06:40:00,"[50, 100)",3.0
2023-06-04 06:40:00,"[100, 200)",109.0
2023-06-04 06:40:00,"[200, 300)",0.0
2023-06-04 06:40:00,"[500, 1000)",96.0
2023-06-04 06:40:00,"[1000, 5000)",105.0
2023-06-04 06:40:00,"[10000, 16500)",153.0
2023-06-04 06:45:00,"[-2000, -100)",3.0
2023-06-04 06:45:00,"[-100, 0)",5.0
2023-06-04 06:45:00,"[0, 50)",17.0
2023-06-04 06:45:00,"[50, 100)",5.0
2023-06-04 06:45:00,"[100, 200)",23.0
2023-06-04 06:45:00,"[200, 300)",0.0
2023-06-04 06:45:00,"[500, 1000)",96.0
2023-06-04 06:45:00,"[1000, 5000)",105.0
2023-06-04 06:45:00,"[10000, 16500)",229.0
2023-06-04 06:50:00,"[-2000, -100)",4.0
2023-06-04 06:50:00,"[-100, 0)",4.0
2023-06-04 06:50:00,"[0, 50)",24.0
2023-06-04 06:50:00,"[50, 100)",2.0
2023-06-04 06:50:00,"[100, 200)",75.0
2023-06-04 06:50:00,"[200, 300)",0.0
2023-06-04 06:50:00,"[500, 1000)",96.0
2023-06-04 06:50:00,"[1000, 5000)",105.0
2023-06-04 06:50:00,"[10000, 16500)",173.0
2023-06-04 06:55:00,"[0, 50)",12.0
2023-06-04 06:55:00,"[100, 200)",61.0
2023-06-04 06:55:00,"[200, 300)",30.0
2023-06-04 06:55:00,"[500, 1000)",96.0
2023-06-04 06:55:00,"[1000, 5000)",105.0
2023-06-04 06:55:00,"[10000, 16500)",179.0
2023-06-04 07:00:00,"[50, 100)",50.0
2023-06-04 07:00:00,"[100, 200)",16.0
2023-06-04 07:00:00,"[200, 300)",0.0
2023-06-04 07:00:00,"[500, 1000)",96.0
2023-06-04 07:00:00,"[1000, 5000)",105.0
2023-06-04 07:00:00,"[10000, 16500)",216.0
2023-06-04 07:05:00,"[-2000, -100)",9.0
2023-06-04 07:05:00,"[0, 50)",7.0
2023-06-04 07:05:00,"[50, 100)",11.0
2023-06-04 07:05:00,"[100, 200)",46.0
2023-06-04 07:05:00,"[200, 300)",0.0
2023-06-04 07:05:00,"[500, 1000)",96.0
2023-06-04 07:05:00,"[1000, 5000)",105.0
2023-06-04 07:05:00,"[10000, 16500)",209.0
2023-06-04 07:10:00,"[-2000, -100)",16.0
2023-06-04 07:10:00,"[0, 50)",13.0
2023-06-04 07:10:00,"[50, 100)",4.0
2023-06-04 07:10:00,"[100, 200)",46.0
2023-06-04 07:10:00,"[200, 300)",0.0
2023-06-04 07:10:00,"[500, 1000)",96.0
2023-06-04 07:10:00,"[1000, 5000)",105.0
2023-06-04 07:10:00,"[10000, 16500)",203.0
2023-06-04 07:15:00,"[0, 50)",2.0
2023-06-04 07:15:00,"[50, 100)",43.0
2023-06-04 07:15:00,"[100, 200)",46.0
2023-06-04 07:15:00,"[200, 300)",0.0
2023-06-04 07:15:00,"[500, 1000)",96.0
2023-06-04 07:15:00,"[1000, 5000)",105.0
2023-06-04 07:15:00,"[10000, 16500)",191.0
2023-06-04 07:20:00,"[50, 100)",20.0
2023-06-04 07:20:00,"[100, 200)",41.0
2023-06-04 07:20:00,"[200, 300)",0.0
