SETTLEMENTDATE,AVAILABILITY,TOTALDEMAND,PRICE
2023-06-04 00:05:00,438.0,20567.89,58.56173302747146
2023-06-04 00:10:00,431.0,20532.54,60.19772991062966
2023-06-04 00:15:00,420.0,20437.81,60.180375886418354
2023-06-04 00:20:00,415.0,20356.09,64.33300299341867
2023-06-04 00:25:00,428.0,20232.079999999998,65.98755887383798
2023-06-04 00:30:00,462.0,20171.59,63.164853536553146
2023-06-04 00:35:00,462.0,20073.760000000002,63.11113546616577
2023-06-04 00:40:00,459.0,20113.38,64.99959459233108
2023-06-04 00:45:00,455.0,20019.2,77.95626104887307
2023-06-04 00:50:00,455.0,19920.98,77.8680231100729
2023-06-04 00:55:00,456.0,19889.09,65.82904658707864
2023-06-04 01:00:00,448.0,19757.989999999998,60.5190016389319
2023-06-04 01:05:00,459.0,19607.45,60.528790151432226
2023-06-04 01:10:00,462.0,19562.61,63.34313882601555
2023-06-04 01:15:00,473.0,19519.97,60.466205258758066
2023-06-04 01:20:00,473.0,19306.079999999998,59.576044289985326
2023-06-04 01:25:00,473.0,19234.25,59.8781262303859
2023-06-04 01:30:00,473.0,19145.14,57.67129852032944
2023-06-04 01:35:00,473.0,19025.22,57.4394879445126
2023-06-04 01:40:00,473.0,18994.190000000002,59.81282499101041
2023-06-04 01:45:00,473.0,18888.25,60.24964688289809
2023-06-04 01:50:00,473.0,18720.69,60.14440600271143
2023-06-04 01:55:00,473.0,18664.89,60.28911680909452
2023-06-04 02:00:00,473.0,18489.100000000002,59.753149275048536
2023-06-04 02:05:00,473.0,18394.760000000002,47.46923530223281
2023-06-04 02:10:00,473.0,18281.0,56.22011552945681
2023-06-04 02:15:00,473.0,18289.34,48.045498929693466
2023-06-04 02:20:00,473.0,18272.01,59.682320249518256
2023-06-04 02:25:00,473.0,18051.8,41.10892655126913
2023-06-04 02:30:00,465.0,18068.949999999997,41.34127777811107
2023-06-04 02:35:00,460.0,18091.81,60.512423381065794
2023-06-04 02:40:00,468.0,18036.4,41.4570582037269
2023-06-04 02:45:00,473.0,17999.239999999998,41.338396499174415
2023-06-04 02:50:00,473.0,17965.77,41.21810468362893
2023-06-04 02:55:00,473.0,17913.239999999998,41.33487786286568
2023-06-04 03:00:00,473.0,17824.33,41.17543648497306
2023-06-04 03:05:00,474.0,17877.809999999998,41.36145141632001
2023-06-04 03:10:00,474.0,17791.53,40.99883661157866
2023-06-04 03:15:00,478.0,17845.61,43.041110101436715
2023-06-04 03:20:00,481.0,17752.89,42.070017660944224
2023-06-04 03:25:00,483.0,17664.82,41.54556987508506
2023-06-04 03:30:00,483.0,17620.620000000003,41.148331946900846
2023-06-04 03:35:00,483.0,17544.59,32.95188612145396
2023-06-04 03:40:00,483.0,17605.6,33.23220446747626
2023-06-04 03:45:00,483.0,17565.16,33.23941838181378
2023-06-04 03:50:00,483.0,17505.16,36.42192873000876
2023-06-04 03:55:00,483.0,17419.14,32.43207853937106
2023-06-04 04:00:00,483.0,17356.49,32.42424495020594
2023-06-04 04:05:00,483.0,17473.96,32.77688391884839
2023-06-04 04:10:00,483.0,17541.41,35.610876539519914
2023-06-04 04:15:00,483.0,17539.1,39.21345884351535
2023-06-04 04:20:00,483.0,17535.92,32.708121252349464
2023-06-04 04:25:00,483.0,17450.52,30.508901038696838
2023-06-04 04:30:00,483.0,17409.48,29.522711859509872
2023-06-04 04:35:00,483.0,17330.699999999997,30.52954144689482
2023-06-04 04:40:00,483.0,17483.1,32.36811617800047
2023-06-04 04:45:00,483.0,17429.36,32.283632368325634
2023-06-04 04:50:00,483.0,17426.3,32.55420012323327
2023-06-04 04:55:00,483.0,17412.98,30.516628504357097
2023-06-04 05:00:00,483.0,17458.76,38.31811506962694
2023-06-04 05:05:00,483.0,17596.18,33.14606421389188
2023-06-04 05:10:00,483.0,17613.84,30.812758012733173
2023-06-04 05:15:00,481.0,17608.97,30.825740518974136
2023-06-04 05:20:00,483.0,17704.35,32.6177365467131
2023-06-04 05:25:00,483.0,17756.75,32.136782785847636
2023-06-04 05:30:00,483.0,17774.559999999998,30.852556278490162
2023-06-04 05:35:00,483.0,17787.440000000002,26.97641290006319
2023-06-04 05:40:00,483.0,17848.57,30.849536448796737
2023-06-04 05:45:00,483.0,17947.24,29.94669785789904
2023-06-04 05:50:00,483.0,18017.46,34.49672069130166
2023-06-04 05:55:00,483.0,18144.059999999998,41.50161626795767
2023-06-04 06:00:00,483.0,18101.68,36.90042552536007
2023-06-04 06:05:00,483.0,18094.63,43.577722951892355
2023-06-04 06:10:00,483.0,18211.21,34.35114237313721
2023-06-04 06:15:00,483.0,18337.27,44.498169438902295
2023-06-04 06:20:00,483.0,18419.84,44.567275776825426
2023-06-04 06:25:00,483.0,18464.89,41.83551440653045
2023-06-04 06:30:00,483.0,18547.95,44.55192508585585
2023-06-04 06:35:00,483.0,18672.34,41.25335739787836
2023-06-04 06:40:00,483.0,18705.870000000003,43.99527975308285
